PeakID (cmd=annotatePeaks.pl - hg38 -go results/C16_NA_LUT_Up)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
NR2F1-AS1-3	chr5	92519785	92520297	+	0	NA	Intergenic	Intergenic	1051302	NR_109825	441094		NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
ITGA6	chr2	172445633	172446004	+	0	NA	intron (NM_001365530, intron 1 of 25)	MLT1J|LTR|ERVL-MaLR	18232	NM_001079818	3655		NM_000210	ENSG00000091409	ITGA6	CD49f|ITGA6A|ITGA6B|JEB6|VLA-6	integrin subunit alpha 6	protein-coding
YAP1	chr11	102115684	102115882	+	0	NA	intron (NM_001130145, intron 2 of 8)	intron (NM_001130145, intron 2 of 8)	3335	NM_001195045	10413		NM_006106	ENSG00000137693	YAP1	COB1|YAP|YAP-1|YAP2|YAP65|YKI	Yes1 associated transcriptional regulator	protein-coding
VGLL3	chr3	86890877	86891329	+	0	NA	Intergenic	Intergenic	100046	NM_001320494	389136		NM_016206	ENSG00000206538	VGLL3	VGL-3|VGL3	vestigial like family member 3	protein-coding
DISC1-IT1-2	chr1	232244164	232244928	+	0	NA	Intergenic	MIR|SINE|MIR	318712	NR_126441	104472714		NR_126441	ENSG00000226758	DISC1-IT1	-	DISC1 intronic transcript 1	ncRNA
MIR4666B	chrX	29242750	29243491	+	0	NA	intron (NM_014271, intron 2 of 10)	intron (NM_014271, intron 2 of 10)	-331158	NR_049877	100847047		NR_049877	ENSG00000264090	MIR4666B	-	microRNA 4666b	ncRNA
PPP2R3B	chrX	446112	446849	+	0	NA	Intergenic	Intergenic	-59573	NM_013239	28227		NM_013239	ENSG00000167393	PPP2R3B	NYREN8|PPP2R3L|PPP2R3LY|PR48|PR70	protein phosphatase 2 regulatory subunit B''beta	protein-coding
ADGRL3-AS1-4	chr4	62907955	62908557	+	0	NA	Intergenic	Intergenic	-746491	NR_110595	101927186		NR_110595		ADGRL3-AS1	LPHN3-AS1	ADGRL3 antisense RNA 1	ncRNA
IGSF11-AS1	chr3	118972910	118973568	+	0	NA	intron (NM_001353326, intron 1 of 7)	intron (NM_001353326, intron 1 of 7)	30163	NR_046230	100506765		NR_046230	ENSG00000239877	IGSF11-AS1	-	IGSF11 antisense RNA 1	ncRNA
SNX29	chr16	12120048	12121128	+	0	NA	intron (NM_032167, intron 11 of 20)	intron (NM_032167, intron 11 of 20)	143854	NM_001376490	92017		NM_032167	ENSG00000048471	SNX29	A-388D4.1|RUNDC2A	sorting nexin 29	protein-coding
CDCA7L	chr7	22007563	22008633	+	0	NA	Intergenic	Intergenic	-62199	NM_001127371	55536		NM_018719	ENSG00000164649	CDCA7L	JPO2|R1|RAM2	cell division cycle associated 7 like	protein-coding
LOC100130298-2	chr8	61018729	61018996	+	0	NA	Intergenic	Intergenic	-51114	NR_034003	100130298		NR_034003		LOC100130298	-	hCG1816373-like	ncRNA
CLEC16A	chr16	11056299	11058198	+	0	NA	intron (NM_001243403, intron 17 of 20)	intron (NM_001243403, intron 17 of 20)	112684	NM_015226	23274		NM_015226	ENSG00000038532	CLEC16A	Gop-1|KIAA0350	C-type lectin domain containing 16A	protein-coding
CWF19L2	chr11	107447186	107447704	+	0	NA	intron (NM_152434, intron 3 of 17)	L1MEc|LINE|L1	10401	NM_152434	143884		NM_152434	ENSG00000152404	CWF19L2	-	CWF19 like cell cycle control factor 2	protein-coding
DEFB115	chr20	30953464	30954420	+	0	NA	Intergenic	ALR/Alpha|Satellite|centr	-303722	NM_001037730	245929		NM_001037730	ENSG00000215547	DEFB115	DEFB-15	defensin beta 115	protein-coding
ALPK1	chr4	112403242	112404253	+	0	NA	intron (NM_025144, intron 4 of 15)	intron (NM_025144, intron 4 of 15)	106378	NM_025144	80216		NM_025144	ENSG00000073331	ALPK1	8430410J10Rik|LAK|ROSAH	alpha kinase 1	protein-coding
ASCC1	chr10	72158009	72159014	+	0	NA	intron (NM_001369102, intron 7 of 11)	intron (NM_001369102, intron 7 of 11)	57445	NM_001369106	51008		NM_015947	ENSG00000138303	ASCC1	ASC1p50|CGI-18|SMABF2|p50	activating signal cointegrator 1 complex subunit 1	protein-coding
GLRA3	chr4	174682795	174683175	+	0	NA	intron (NM_001042543, intron 5 of 8)	intron (NM_001042543, intron 5 of 8)	146262	NM_006529	8001		NM_006529	ENSG00000145451	GLRA3	-	glycine receptor alpha 3	protein-coding
PRR16-3	chr5	120703018	120704195	+	0	NA	Intergenic	Intergenic	172142	NM_001308088	51334		NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
NTRK2-2	chr9	84542617	84543036	+	0	NA	Intergenic	Intergenic	-125696	NM_001369539	4915		NM_006180	ENSG00000148053	NTRK2	DEE58|EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
BCKDHB-2	chr6	80316705	80317223	+	0	NA	intron (NM_000056, intron 9 of 10)	intron (NM_000056, intron 9 of 10)	210293	NR_134945	594		NM_000056	ENSG00000083123	BCKDHB	BCKDE1B|BCKDH E1-beta|E1B|MSUD1B|OVD1B	branched chain keto acid dehydrogenase E1 subunit beta	protein-coding
MGC32805	chr5	122530507	122530713	+	0	NA	Intergenic	Intergenic	-51523	NR_051996	153163		NR_051996	ENSG00000250328	MGC32805	-	uncharacterized LOC153163	ncRNA
CLIC5-2	chr6	46065562	46065866	+	0	NA	intron (NM_001370649, intron 1 of 5)	L1ME1|LINE|L1	14634	NM_001114086	53405		NM_016929	ENSG00000112782	CLIC5	DFNB102|DFNB103|MST130|MSTP130	chloride intracellular channel 5	protein-coding
LINC02015	chr3	177714161	177714689	+	0	NA	intron (NR_047568, intron 3 of 3)	intron (NR_047568, intron 3 of 3)	-102440	NR_110826	102724550		NR_110826	ENSG00000231574	LINC02015	KCCAT211	long intergenic non-protein coding RNA 2015	ncRNA
TENM2	chr5	167392137	167392591	+	0	NA	intron (NM_001122679, intron 3 of 29)	MLT2B1|LTR|ERVL	-181295	NM_001368146	57451		NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TEN2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
LINC02017	chr3	55183053	55183756	+	0	NA	intron (NR_147142, intron 1 of 2)	intron (NR_147142, intron 1 of 2)	5232	NR_147142	105377096		NR_147142	ENSG00000243572	LINC02017	-	long intergenic non-protein coding RNA 2017	ncRNA
FGD5-AS1	chr3	14976104	14976586	+	0	NA	intron (NM_003298, intron 1 of 14)	intron (NM_003298, intron 1 of 14)	-27904	NR_046251	100505641		NR_046251	ENSG00000225733	FGD5-AS1	-	FGD5 antisense RNA 1	ncRNA
CYP26C1	chr10	92993811	92994306	+	0	NA	intron (NM_001319200, intron 14 of 17)	intron (NM_001319200, intron 14 of 17)	-66740	NM_183374	340665		NM_183374	ENSG00000187553	CYP26C1	FFDD4	cytochrome P450 family 26 subfamily C member 1	protein-coding
DIAPH2-AS1	chrX	97482412	97483339	+	0	NA	intron (NM_006729, intron 26 of 26)	intron (NM_006729, intron 26 of 26)	81660	NR_125391	10824		NR_125391	ENSG00000236256	DIAPH2-AS1	EPAG	DIAPH2 antisense RNA 1	ncRNA
BRD4	chr19	15327371	15327830	+	0	NA	intron (NM_001379291, intron 1 of 19)	L1MB7|LINE|L1	4939	NM_001379292	23476		NM_014299	ENSG00000141867	BRD4	CAP|CDLS6|FSHRG4|HUNK1|HUNKI|MCAP	bromodomain containing 4	protein-coding
LOC645188	chrX	141615782	141616190	+	0	NA	intron (NR_037183, intron 3 of 3)	intron (NR_037183, intron 3 of 3)	-9878	NM_001318917	645188		NM_001318917	ENSG00000223438	LOC645188	SPANX-L	uncharacterized LOC645188	ncRNA
EIF3IP1	chr7	110388358	110389019	+	0	NA	Intergenic	Intergenic	-428475	NR_003024	442720		NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
CACHD1	chr1	64473009	64473251	+	0	NA	intron (NM_020925, intron 1 of 26)	intron (NM_020925, intron 1 of 26)	3001	NM_020925	57685		NM_020925	ENSG00000158966	CACHD1	-	cache domain containing 1	protein-coding
PABPC5	chrX	91122139	91122734	+	0	NA	Intergenic	Intergenic	-312403	NM_080832	140886		NM_080832	ENSG00000174740	PABPC5	PABP5	poly(A) binding protein cytoplasmic 5	protein-coding
CCDC71L	chr7	106589009	106589792	+	0	NA	Intergenic	Intergenic	71758	NM_175884	168455		NM_175884	ENSG00000253276	CCDC71L	C7orf74	coiled-coil domain containing 71 like	protein-coding
LINC01309	chr13	104252895	104253464	+	0	NA	Intergenic	Intergenic	827979	NR_126374	104326190		NR_126374		LINC01309	TCONS_l2_00007459	long intergenic non-protein coding RNA 1309	ncRNA
LINC01919	chr18	53541810	53542817	+	0	NA	Intergenic	L2a|LINE|L2	-26134	NR_110798	102724651		NR_110798	ENSG00000263438	LINC01919	-	long intergenic non-protein coding RNA 1919	ncRNA
SLC31A1	chr9	113228135	113228660	+	0	NA	intron (NM_001859, intron 1 of 4)	intron (NM_001859, intron 1 of 4)	6853	NM_001859	1317		NM_001859	ENSG00000136868	SLC31A1	COPT1|CTR1|NSCT	solute carrier family 31 member 1	protein-coding
ERC2	chr3	56476497	56477141	+	0	NA	Intergenic	MLT1O|LTR|ERVL-MaLR	-8352	NR_132749	26059		NM_015576	ENSG00000187672	ERC2	CAST|CAST1|ELKSL|SPBC110|Spc110	ELKS/RAB6-interacting/CAST family member 2	protein-coding
CCDC175	chr14	59565693	59567068	+	0	NA	intron (NM_001164399, intron 4 of 19)	intron (NM_001164399, intron 4 of 19)	10432	NM_001164399	729665		NM_001164399	ENSG00000151838	CCDC175	C14orf38|c14_5395	coiled-coil domain containing 175	protein-coding
LINC00460-2	chr13	106221941	106222126	+	0	NA	Intergenic	Intergenic	-154531	NR_034119	728192		NR_034119	ENSG00000233532	LINC00460	-	long intergenic non-protein coding RNA 460	ncRNA
VSNL1	chr2	17572679	17573266	+	0	NA	intron (NM_001366806, intron 1 of 3)	L2c|LINE|L2	32276	NM_001366806	7447		NM_003385	ENSG00000163032	VSNL1	HLP3|HPCAL3|HUVISL1|VILIP|VILIP-1	visinin like 1	protein-coding
EIF3IP1-2	chr7	110065058	110065541	+	0	NA	Intergenic	Intergenic	-105086	NR_003024	442720		NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
TENM2-3	chr5	167453020	167453785	+	0	NA	intron (NM_001122679, intron 3 of 29)	intron (NM_001122679, intron 3 of 29)	-120257	NM_001368146	57451		NM_001080428	ENSG00000145934	TENM2	ODZ2|TEN-M2|TEN2|TNM2|ten-2	teneurin transmembrane protein 2	protein-coding
INTU-2	chr4	127304467	127304933	+	0	NA	Intergenic	Intergenic	-328257	NM_015693	27152		NM_015693	ENSG00000164066	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	inturned planar cell polarity protein	protein-coding
DELEC1	chr9	115220239	115220732	+	0	NA	intron (NR_163556, intron 1 of 7)	intron (NR_163556, intron 1 of 7)	78667	NR_163556	50514		NM_017418	ENSG00000173077	DELEC1	CTS9|DEC1	deleted in esophageal cancer 1	ncRNA
CYP26C1-2	chr10	93054564	93054774	+	0	NA	intron (NM_001319200, intron 16 of 17)	intron (NM_001319200, intron 16 of 17)	-6129	NM_183374	340665		NM_183374	ENSG00000187553	CYP26C1	FFDD4	cytochrome P450 family 26 subfamily C member 1	protein-coding
RGMB-2	chr5	98535961	98536498	+	0	NA	Intergenic	Intergenic	-232403	NM_001366510	285704		NM_173670	ENSG00000174136	RGMB	DRAGON	repulsive guidance molecule BMP co-receptor b	protein-coding
IL1RAPL2	chrX	104744986	104745398	+	0	NA	intron (NM_017416, intron 2 of 10)	intron (NM_017416, intron 2 of 10)	178993	NM_017416	26280		NM_017416	ENSG00000189108	IL1RAPL2	IL-1R9|IL1R9|IL1RAPL-2|TIGIRR-1	interleukin 1 receptor accessory protein like 2	protein-coding
LINC02008	chr3	83002983	83004402	+	0	NA	Intergenic	Intergenic	1017550	NR_147146	105377180		NR_147146	ENSG00000239440	LINC02008	-	long intergenic non-protein coding RNA 2008	ncRNA
ZNF462-2	chr9	106745978	106746745	+	0	NA	Intergenic	Intergenic	-116805	NM_021224	58499		NM_021224	ENSG00000148143	ZNF462	WSKA|ZFPIP|Zfp462	zinc finger protein 462	protein-coding
SYNE2	chr14	63905582	63906160	+	0	NA	intron (NM_015180, intron 1 of 114)	L1PA16|LINE|L1	52867	NM_182914	23224		NM_015180	ENSG00000054654	SYNE2	EDMD5|KASH2|NUA|NUANCE|Nesp2|Nesprin-2|SYNE-2|TROPH	spectrin repeat containing nuclear envelope protein 2	protein-coding
LINC01941	chr2	125959118	125959428	+	0	NA	Intergenic	Intergenic	158712	NR_146970	105373600		NR_146970	ENSG00000226813	LINC01941	-	long intergenic non-protein coding RNA 1941	ncRNA
PRR16	chr5	120136056	120136390	+	0	NA	Intergenic	LTR16C|LTR|ERVL	-328055	NM_016644	51334		NM_016644	ENSG00000184838	PRR16	DSC54|LARGEN	proline rich 16	protein-coding
NAALADL2-AS1	chr3	175605969	175607095	+	0	NA	intron (NM_207015, intron 10 of 13)	intron (NM_207015, intron 10 of 13)	169801	NR_046714	100874245		NR_046714		NAALADL2-AS1	-	NAALADL2 antisense RNA 1	ncRNA
ZC3H11B	chr1	219661248	219661993	+	0	NA	Intergenic	Intergenic	-48475	NM_001355457	643136		NM_001085394	ENSG00000215817	ZC3H11B	ZC3HDC11B	zinc finger CCCH-type containing 11B	protein-coding
GABRG2-2	chr5	162372199	162372636	+	0	NA	Intergenic	Intergenic	304644	NM_198904	2566		NM_000816	ENSG00000113327	GABRG2	CAE2|DEE74|ECA2|EIEE74|FEB8|GEFSP3	gamma-aminobutyric acid type A receptor subunit gamma2	protein-coding
FOXN2	chr2	48146094	48146422	+	0	NA	Intergenic	L1MCc|LINE|L1	-168041	NM_001375443	3344		NM_002158	ENSG00000170802	FOXN2	HTLF	forkhead box N2	protein-coding
CLGN	chr4	140420884	140421414	+	0	NA	intron (NM_004362, intron 1 of 14)	L1MB3|LINE|L1	6499	NM_004362	1047		NM_004362	ENSG00000153132	CLGN	-	calmegin	protein-coding
RPS29	chr14	49047061	49047920	+	0	NA	Intergenic	LTR33|LTR|ERVL	538890	NM_001032	6235		NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
LINC01179	chr4	165610865	165611626	+	0	NA	Intergenic	Intergenic	-73394	NR_121676	101928151		NR_121676	ENSG00000249500	LINC01179	-	long intergenic non-protein coding RNA 1179	ncRNA
LINC02900	chr5	135194988	135195777	+	0	NA	intron (NR_161235, intron 3 of 5)	intron (NR_161235, intron 3 of 5)	52795	NR_037895	340073		NR_037895	ENSG00000249647	LINC02900	C5orf66-AS2	long intergenic non-protein coding RNA 2900	ncRNA
MEAT6-2	chr6	164884731	164885340	+	0	NA	Intergenic	L1MD2|LINE|L1	-62972	NR_131926	105378111		NR_131926		MEAT6	-	melanoma-associated transcript 6	ncRNA
LINC02234	chr5	97714369	97714939	+	0	NA	Intergenic	Intergenic	-126104	NR_146299	109729164		NR_146299	ENSG00000248202	LINC02234	-	long intergenic non-protein coding RNA 2234	ncRNA
LOC613266	chr20	15716346	15716950	+	0	NA	intron (NM_001351661, intron 8 of 17)	intron (NM_001351661, intron 8 of 17)	206666	NR_130925	613266		NR_130924	ENSG00000286546	LOC613266	-	uncharacterized LOC613266	ncRNA
SWAP70	chr11	9626793	9627426	+	0	NA	Intergenic	MER58C|DNA|hAT-Charlie	-36968	NM_001297714	23075		NM_015055	ENSG00000133789	SWAP70	HSPC321|SWAP-70	switching B cell complex subunit SWAP70	protein-coding
IL16	chr15	81169412	81169751	+	0	NA	Intergenic	LTR1D|LTR|ERV1	-27298	NM_001352684	3603		NM_004513	ENSG00000172349	IL16	LCF|NIL16|PRIL16|prIL-16	interleukin 16	protein-coding
LINC01745	chr1	232693997	232694693	+	0	NA	Intergenic	LTR1D1|LTR|ERV1	-23726	NR_146922	105373199		NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA
LRRN3-2	chr7	110808264	110808731	+	0	NA	intron (NM_001350963, intron 5 of 5)	intron (NM_001350963, intron 5 of 5)	-282509	NM_001099660	54674		NM_018334	ENSG00000173114	LRRN3	FIGLER5|NLRR-3|NLRR3	leucine rich repeat neuronal 3	protein-coding
PRDM1-2	chr6	106167123	106167370	+	0	NA	Intergenic	Intergenic	68305	NM_182907	639		NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
ICE1-2	chr5	5585609	5586202	+	0	NA	Intergenic	MER66C|LTR|ERV1	163228	NM_015325	23379		NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
THORLNC	chr2	118255779	118256514	+	0	NA	Intergenic	Intergenic	-69760	NR_144530	100506797		NR_144530	ENSG00000226856	THORLNC	THOR	testis associated oncogenic lncRNA	ncRNA
CSMD1	chr8	4051078	4051602	+	0	NA	intron (NM_033225, intron 3 of 69)	intron (NM_033225, intron 3 of 69)	943574	NM_033225	64478		NM_033225	ENSG00000183117	CSMD1	PPP1R24	CUB and Sushi multiple domains 1	protein-coding
BRINP3	chr1	190129363	190129608	+	0	NA	intron (NM_001317188, intron 6 of 6)	intron (NM_001317188, intron 6 of 6)	346525	NM_001317188	339479		NM_199051	ENSG00000162670	BRINP3	DBCCR1L|DBCCR1L1|FAM5C	BMP/retinoic acid inducible neural specific 3	protein-coding
MIR4427	chr1	233689994	233690268	+	0	NA	Intergenic	Intergenic	65979	NR_039625	100616390		NR_039625	ENSG00000265744	MIR4427	-	microRNA 4427	ncRNA
SERPINI1	chr3	167780420	167780895	+	0	NA	intron (NM_005025, intron 1 of 8)	Kanga1|DNA|TcMar-Tc2	44934	NM_005025	5274		NM_005025	ENSG00000163536	SERPINI1	HNS-S1|HNS-S2|PI12|neuroserpin	serpin family I member 1	protein-coding
RNU6-2	chr3	181252206	181253109	+	0	NA	intron (NR_075093, intron 2 of 4)	intron (NR_075093, intron 2 of 4)	20920	NR_004394	26827		NR_004394	ENSG00000206625	RNU6-1	RNU6|RNU6A|U6|U6-1	RNA, U6 small nuclear 1	snRNA
VAPA	chr18	10074682	10075210	+	0	NA	Intergenic	Intergenic	160930	NM_003574	9218		NM_003574	ENSG00000101558	VAPA	VAMP-A|VAP-33|VAP-A|VAP33|hVAP-33	VAMP associated protein A	protein-coding
TOX2	chr20	43975322	43975824	+	0	NA	intron (NM_032883, intron 3 of 9)	MIRb|SINE|MIR	29677	NM_001098798	84969		NM_032883	ENSG00000124191	TOX2	C20orf100|GCX-1|GCX1|dJ1108D11.2|dJ495O3.1	TOX high mobility group box family member 2	protein-coding
CDCA2	chr8	25532286	25532741	+	0	NA	Intergenic	Intergenic	73280	NM_152562	157313		NM_152562	ENSG00000184661	CDCA2	PPP1R81|Repo-Man	cell division cycle associated 2	protein-coding
LOC100130298	chr8	61020035	61020527	+	0	NA	Intergenic	Intergenic	-52533	NR_034003	100130298		NR_034003		LOC100130298	-	hCG1816373-like	ncRNA
TEX9	chr15	56342643	56342851	+	0	NA	intron (NM_001385050, intron 1 of 7)	intron (NM_001385050, intron 1 of 7)	-22679	NM_001385046	374618		NM_198524	ENSG00000151575	TEX9	-	testis expressed 9	protein-coding
HSF2	chr6	122007185	122007681	+	0	NA	Intergenic	Intergenic	-392118	NM_001135564	3298		NM_004506	ENSG00000025156	HSF2	HSF 2|HSTF 2	heat shock transcription factor 2	protein-coding
PTPRK-AS1	chr6	128138765	128139767	+	0	NA	intron (NM_001291981, intron 7 of 32).2	intron (NM_001291981, intron 7 of 32).2	111401	NR_125849	101928140		NR_125849		PTPRK-AS1	-	PTPRK antisense RNA 1	ncRNA
GRIK2-2	chr6	101434813	101435379	+	0	NA	intron (NM_021956, intron 2 of 16)	intron (NM_021956, intron 2 of 16)	36111	NM_175768	2898		NM_021956	ENSG00000164418	GRIK2	EAA4|GLR6|GLUK6|GLUR6|GluK2|MRT6|NEDLAS	glutamate ionotropic receptor kainate type subunit 2	protein-coding
HYDIN2	chr1	146688674	146689125	+	0	NA	intron (NR_103556, intron 25 of 55)	intron (NR_103556, intron 25 of 55)	202567	NR_103556	100288805		NR_049745		HYDIN2	HYDINP1	HYDIN axonemal central pair apparatus protein 2 (pseudogene)	pseudo
MIR5680	chr8	102162450	102163090	+	0	NA	Intergenic	Intergenic	37338	NR_049859	100847001		NR_049859	ENSG00000266756	MIR5680	-	microRNA 5680	ncRNA
SLCO1C1-2	chr12	20701278	20701969	+	0	NA	intron (NM_001145946, intron 4 of 15)	intron (NM_001145946, intron 4 of 15)	6158	NM_001145944	53919		NM_017435	ENSG00000139155	SLCO1C1	OATP-F|OATP-RP5|OATP1|OATP14|OATP1C1|OATPF|OATPRP5|SLC21A14	solute carrier organic anion transporter family member 1C1	protein-coding
GSK3B	chr3	120159895	120160607	+	0	NA	Intergenic	Intergenic	-65804	NM_002093	2932		NM_002093	ENSG00000082701	GSK3B	-	glycogen synthase kinase 3 beta	protein-coding
CNTN4	chr3	2415160	2415370	+	0	NA	intron (NM_175607, intron 3 of 24)	intron (NM_175607, intron 3 of 24)	176436	NM_001206955	152330		NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
LOC101927769	chr7	20264353	20265246	+	0	NA	Intergenic	Intergenic	-31909	NR_110117	101927769		NR_110117	ENSG00000226097	LOC101927769	-	uncharacterized LOC101927769	ncRNA
NAALADL2-AS1-2	chr3	175608447	175609155	+	0	NA	intron (NM_207015, intron 10 of 13)	intron (NM_207015, intron 10 of 13)	167532	NR_046714	100874245		NR_046714		NAALADL2-AS1	-	NAALADL2 antisense RNA 1	ncRNA
LINC02237	chr8	111387033	111387591	+	0	NA	intron (NR_146282, intron 1 of 3)	intron (NR_146282, intron 1 of 3)	10673	NR_146282	105375706		NR_146282	ENSG00000253434	LINC02237	-	long intergenic non-protein coding RNA 2237	ncRNA
CBLB	chr3	106044397	106045150	+	0	NA	Intergenic	Intergenic	-175372	NR_135810	868		NM_004351	ENSG00000114423	CBLB	ADMIO3|Cbl-b|Nbla00127|RNF56	Cbl proto-oncogene B	protein-coding
NUBP1	chr16	10773921	10774235	+	0	NA	exon (NM_001079512, exon 4 of 8)	exon (NM_001079512, exon 4 of 8)	30209	NM_001323597	4682		NM_002484	ENSG00000103274	NUBP1	CIAO5|NBP|NBP1|NBP35	NUBP iron-sulfur cluster assembly factor 1, cytosolic	protein-coding
PPFIA2	chr12	81726625	81727136	+	0	NA	intron (NM_001220475, intron 2 of 30)	MLT1I|LTR|ERVL-MaLR	31627	NM_001220476	8499		NM_003625	ENSG00000139220	PPFIA2	-	PTPRF interacting protein alpha 2	protein-coding
ARAP3	chr5	141769559	141770103	+	0	NA	Intergenic	Intergenic	-87601	NM_022481	64411		NM_022481	ENSG00000120318	ARAP3	CENTD3|DRAG1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein-coding
LRRC77P	chr3	167977612	167978309	+	0	NA	Intergenic	Intergenic	82012	NR_145443	646168		NR_033843	ENSG00000293511	LRRC77P	LINC01330	leucine rich repeat containing 77, pseudogene	pseudo
RPS29-3	chr14	49270803	49271529	+	0	NA	Intergenic	Intergenic	315214	NM_001032	6235		NM_001032	ENSG00000213741	RPS29	DBA13|S29|uS14	ribosomal protein S29	protein-coding
PBX3	chr9	125877958	125878823	+	0	NA	intron (NR_024122, intron 2 of 7)	intron (NR_024122, intron 2 of 7)	130207	NM_001134778	5090		NM_006195	ENSG00000167081	PBX3	-	PBX homeobox 3	protein-coding
LINC01917	chr18	53853928	53854611	+	0	NA	Intergenic	Intergenic	-273210	NR_110800	101928167		NR_110800	ENSG00000260433	LINC01917	-	long intergenic non-protein coding RNA 1917	ncRNA
TRDN-AS1	chr6	123503693	123503871	+	0	NA	exon (NM_001256021, exon 8 of 8)	exon (NM_001256021, exon 8 of 8)	64178	NR_110844	101927990		NR_110844	ENSG00000235535	TRDN-AS1	HRAT13	TRDN antisense RNA 1	ncRNA
LINC01817	chr2	150166161	150166622	+	0	NA	Intergenic	Intergenic	90616	NR_146972	105373683		NR_146972	ENSG00000231420	LINC01817	-	long intergenic non-protein coding RNA 1817	ncRNA
DNAH14-2	chr1	225114221	225115044	+	0	NA	intron (NM_001367479, intron 23 of 85)	L1M1|LINE|L1	184957	NM_001349912	127602		NM_001373	ENSG00000185842	DNAH14	C1orf67|Dnahc14|HL-18|HL18	dynein axonemal heavy chain 14	protein-coding
SPRED2	chr2	65494617	65495731	+	0	NA	Intergenic	L1MC1|LINE|L1	-62575	NM_181784	200734		NM_181784	ENSG00000198369	SPRED2	NS14|Spred-2	sprouty related EVH1 domain containing 2	protein-coding
LINC01088-2	chr4	79057410	79058690	+	0	NA	intron (NR_038342, intron 2 of 5)	intron (NR_038342, intron 2 of 5)	86302	NR_038342	100505875		NR_038342	ENSG00000249307	LINC01088	-	long intergenic non-protein coding RNA 1088	ncRNA
LINC01619	chr12	92062733	92063490	+	0	NA	intron (NR_132341, intron 1 of 4)	intron (NR_132341, intron 1 of 4)	78602	NR_046159	256021		NM_001256373	ENSG00000257242	LINC01619	C12orf79	long intergenic non-protein coding RNA 1619	ncRNA
LARP1B	chr4	128130535	128131223	+	0	NA	intron (NR_146772, intron 11 of 19)	L1MC1|LINE|L1	69567	NM_001350531	55132		NM_018078	ENSG00000138709	LARP1B	LARP2	La ribonucleoprotein 1B	protein-coding
