PeakID (cmd=annotatePeaks.pl results/tmp hg38 -annStats results/merged.p-3.anno.stats -go results/results/merged.p-3.go)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
C16_Up_LUT_NA-266	chr18	9427343	9427835	+	0	NA	Intergenic	MLT1D|LTR|ERVL-MaLR	-47924	NM_006788	10928		NM_006788	ENSG00000017797	RALBP1	RIP1|RLIP1|RLIP76	ralA binding protein 1	protein-coding
C16_NA_LUT_Up-437	chr15	64274472	64275185	+	0	NA	intron (NM_001329607, intron 2 of 11)	intron (NM_001329607, intron 2 of 11)	81345	NM_001329607	53944		NM_022048	ENSG00000169118	CSNK1G1	CK1gamma1	casein kinase 1 gamma 1	protein-coding
C16_NA_LUT_Up-652	chr2	234448755	234449700	+	0	NA	intron (NR_146988, intron 2 of 2)	MER33|DNA|hAT-Charlie	5368	NR_146988	105373934		NR_146988	ENSG00000231682	LINC01891	-	long intergenic non-protein coding RNA 1891	ncRNA
C16_Up_LUT_Up-72	chr13	103187885	103188205	+	0	NA	Intergenic	Intergenic	-121628	NM_000452	6555		NM_000452	ENSG00000125255	SLC10A2	ASBT|IBAT|ISBT|NTCP2|PBAM|PBAM1	solute carrier family 10 member 2	protein-coding
C16_Up_LUT_NA-221	chr17	11511885	11512404	+	0	NA	intron (NM_001173462, intron 3 of 4)	intron (NM_001173462, intron 3 of 4)	-86326	NM_001372	1770		NM_001372	ENSG00000007174	DNAH9	CILD40|DNAH17L|DNEL1|DYH9|Dnahc9|HL-20|HL20	dynein axonemal heavy chain 9	protein-coding
C16_NA_LUT_Up-1023	chr4	6846286	6847128	+	0	NA	intron (NM_014743, intron 4 of 9)	intron (NM_014743, intron 4 of 9)	-62737	NM_001113361	57533		NM_020773	ENSG00000132405	TBC1D14	-	TBC1 domain family member 14	protein-coding
C16_NA_LUT_Up-1474	chr8	128486196	128486901	+	0	NA	intron (NR_121672, intron 2 of 7)	intron (NR_121672, intron 2 of 7)	78131	NR_121673	101927774		NR_121672		LINC00824	LINC01263	long intergenic non-protein coding RNA 824	ncRNA
C16_NA_LUT_Up-847	chr3	27094449	27095691	+	0	NA	Intergenic	Intergenic	121453	NM_001304384	152110		NM_152534	ENSG00000163491	NEK10	CILD44	NIMA related kinase 10	protein-coding
C16_NA_LUT_Up-158	chr11	107699431	107700280	+	0	NA	Intergenic	Intergenic	12201	NM_003063	6588		NM_003063	ENSG00000170290	SLN	-	sarcolipin	protein-coding
C16_NA_LUT_Up-1003	chr4	42429479	42429967	+	0	NA	intron (NM_001105529, intron 32 of 35)	L1MB3|LINE|L1	32235	NM_001080505	152573		NM_001080505	ENSG00000178343	SHISA3	hShisa3	shisa family member 3	protein-coding
C16_Up_LUT_NA-358	chr21	17002577	17003574	+	0	NA	Intergenic	Intergenic	412838	NR_029694	406912		NR_029694	ENSG00000207863	MIR125B2	MIRN125B2|mir-125b-2	microRNA 125b-2	ncRNA
C16_NA_LUT_Up-245	chr12	41567089	41567868	+	0	NA	intron (NM_001164595, intron 8 of 9)	intron (NM_001164595, intron 8 of 9)	129739	NM_013377	29951		NM_013377	ENSG00000165966	PDZRN4	LNX4|SAMCAP3L	PDZ domain containing ring finger 4	protein-coding
C16_Up_LUT_NA-714	chr8	92127661	92128717	+	0	NA	Intergenic	Intergenic	-24804	NM_175634	862		NM_004349	ENSG00000079102	RUNX1T1	AML1-MTG8|AML1T1|CBFA2T1|CDR|ETO|MTG8|ZMYND2	RUNX1 partner transcriptional co-repressor 1	protein-coding
C16_NA_LUT_Up-650	chr2	226618865	226619439	+	0	NA	Intergenic	Intergenic	39641	NR_049887	100847053		NR_049887	ENSG00000263363	MIR5702	-	microRNA 5702	ncRNA
C16_Up_LUT_Up-23	chr1	238199433	238199700	+	0	NA	Intergenic	Intergenic	286451	NR_015407	339535		NR_015407	ENSG00000215808	LINC01139	LINK-A|LINKA	long intergenic non-protein coding RNA 1139	ncRNA
C16_Up_LUT_NA-731	chr9	117485072	117485435	+	0	NA	Intergenic	Intergenic	-70196	NM_001365068	23245		NM_014010	ENSG00000148219	ASTN2	bA67K19.1	astrotactin 2	protein-coding
C16_Up_LUT_NA-635	chr7	28478713	28479063	+	0	NA	intron (NM_004904, intron 1 of 10)	intron (NM_004904, intron 1 of 10)	43273	NM_004904	9586		NM_004904	ENSG00000146592	CREB5	CRE-BPA|CREB-5|CREBPA	cAMP responsive element binding protein 5	protein-coding
C16_Down_LUT_NA-4	chr17	82129238	82129480	+	0	NA	intron (NM_198082, intron 14 of 16)	intron (NM_198082, intron 14 of 16)	-31123	NM_004104	2194		NM_004104	ENSG00000169710	FASN	FAS|OA-519|SDR27X1	fatty acid synthase	protein-coding
C16_NA_LUT_Down-26	chr2	239069441	239070212	+	0	NA	promoter-TSS (NR_039642)	promoter-TSS (NR_039642)	-912	NR_039642	100616397		NR_039642	ENSG00000266109	MIR4440	mir-4440	microRNA 4440	ncRNA
C16_Up_LUT_Up-118	chr17	14670620	14671683	+	0	NA	Intergenic	Intergenic	-343654	NR_135638	101928475		NR_135638	ENSG00000232058	LOC101928475	-	uncharacterized LOC101928475	ncRNA
C16_NA_LUT_Up-62	chr1	232693996	232694693	+	0	NA	Intergenic	LTR1D1|LTR|ERV1	-23727	NR_146922	105373199		NR_146922	ENSG00000225919	LINC01745	-	long intergenic non-protein coding RNA 1745	ncRNA
C16_NA_LUT_Up-1527	chr8	91027866	91028328	+	0	NA	intron (NM_018710, intron 1 of 6)	ERVL-E-int|LTR|ERVL	12762	NM_018710	55529		NM_018710	ENSG00000155099	PIP4P2	TMEM55A	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2	protein-coding
C16_Up_LUT_Up-306	chr5	3898967	3899333	+	0	NA	Intergenic	Intergenic	303318	NM_024337	79192		NM_024337	ENSG00000170549	IRX1	IRX-5|IRXA1	iroquois homeobox 1	protein-coding
C16_NA_LUT_Down-15	chr15	29722446	29722752	+	0	NA	intron (NM_001355012, intron 19 of 28).3	MSTA-int|LTR|ERVL-MaLR	47664	NR_135221	100130111		NR_135221	ENSG00000256802	LCIIAR	-	lung cancer immune cell infiltration associated lncRNA	ncRNA
C16_Up_LUT_Up-133	chr18	73431584	73431857	+	0	NA	Intergenic	L2c|LINE|L2	106779	NR_038340	100505817		NR_038340	ENSG00000261780	LINC02582	-	long intergenic non-protein coding RNA 2582	ncRNA
C16_NA_LUT_Up-1022	chr4	67084766	67085415	+	0	NA	Intergenic	Intergenic	336910	NR_110747	101927237		NR_110747	ENSG00000250075	LOC101927237	-	uncharacterized LOC101927237	ncRNA
C16_NA_LUT_Up-1507	chr8	63768066	63768391	+	0	NA	Intergenic	L1MD1|LINE|L1	-1202	NR_038875	286184		NR_038875	ENSG00000253734	LINC01289	-	long intergenic non-protein coding RNA 1289	ncRNA
C16_Up_LUT_Up-241	chr4	143790124	143790650	+	0	NA	Intergenic	Intergenic	38961	NR_134680	105377458		NR_134680		LOC105377458	-	uncharacterized LOC105377458	ncRNA
C16_NA_LUT_Up-946	chr4	140353714	140354171	+	0	NA	intron (NM_001153690, intron 1 of 2)	intron (NM_001153690, intron 1 of 2)	10481	NM_001153585	60592		NM_032547	ENSG00000153130	SCOC	HRIHFB2072|SCOCO|UNC-69	short coiled-coil protein	protein-coding
C16_Up_LUT_NA-74	chr10	76270059	76271210	+	0	NA	intron (NM_032024, intron 4 of 5)	intron (NM_032024, intron 4 of 5)	487873	NM_032024	83938		NM_032024	ENSG00000148655	LRMDA	C10orf11|CDA017	leucine rich melanocyte differentiation associated	protein-coding
C16_NA_LUT_Up-1002	chr4	42293906	42295015	+	0	NA	Intergenic	LTR81A|LTR|Gypsy	96808	NR_134668	105374428		NR_134668	ENSG00000250781	LOC105374428	-	uncharacterized LOC105374428	ncRNA
C16_NA_LUT_Up-488	chr17	37542147	37542534	+	0	NA	exon (NM_001163545, exon 14 of 21)	exon (NM_001163545, exon 14 of 21)	52449	NM_007026	11072		NM_007026	ENSG00000276023	DUSP14	MKP-L|MKP6	dual specificity phosphatase 14	protein-coding
C16_NA_LUT_Up-249	chr12	46091243	46091583	+	0	NA	Intergenic	PABL_B-int|LTR|ERV1	-100839	NM_004719	9169		NM_004719	ENSG00000139218	SCAF11	CASP11|SFRS2IP|SIP1|SRRP129|SRSF2IP	SR-related CTD associated factor 11	protein-coding
C16_NA_LUT_Down-13	chr14	106417416	106418009	+	0	NA	Intergenic	Intergenic	-64727	NR_027457	338005		NR_027457	ENSG00000270816	LINC00221	C14orf98|NCRNA00221	long intergenic non-protein coding RNA 221	ncRNA
C16_Up_LUT_NA-219	chr16	87790060	87790426	+	0	NA	Intergenic	Intergenic	-11095	NR_120309	102724467		NR_120309		LOC102724467	-	uncharacterized LOC102724467	ncRNA
C16_NA_LUT_Up-947	chr4	140420883	140421414	+	0	NA	intron (NM_004362, intron 1 of 14)	L1MB3|LINE|L1	6500	NM_004362	1047		NM_004362	ENSG00000153132	CLGN	-	calmegin	protein-coding
C16_NA_LUT_Up-71	chr1	238868717	238869035	+	0	NA	Intergenic	Intergenic	-382859	NR_015407	339535		NR_015407	ENSG00000215808	LINC01139	LINK-A|LINKA	long intergenic non-protein coding RNA 1139	ncRNA
C16_Up_LUT_NA-49	chr10	125584797	125585456	+	0	NA	intron (NM_001318133, intron 3 of 3)	LTR16D1|LTR|ERVL	10755	NR_023362	100169752		NR_023362	ENSG00000237675	TEX36-AS1	-	TEX36 antisense RNA 1	ncRNA
C16_Up_LUT_Up-373	chr7	91835309	91836254	+	0	NA	Intergenic	MIRc|SINE|MIR	44921	NM_001301134	7978		NM_006980	ENSG00000127989	MTERF1	MTERF	mitochondrial transcription termination factor 1	protein-coding
C16_Up_LUT_Up-307	chr5	43772628	43773695	+	0	NA	Intergenic	Intergenic	-169931	NR_073113	100652772		NR_073113		NNT-AS1	-	NNT antisense RNA 1	ncRNA
C16_NA_LUT_Up-65	chr1	234894213	234894879	+	0	NA	Intergenic	Intergenic	69453	NR_125945	101927851		NR_125945	ENSG00000238005	LNCATV	-	lncRNA negative regulator of antiviral signaling	ncRNA
C16_NA_LUT_Up-1227	chr6	11064737	11065688	+	0	NA	intron (NR_038964, intron 3 of 4)	intron (NR_038964, intron 3 of 4)	20521	NR_038962	100506409		NR_038962	ENSG00000230314	ELOVL2-AS1	-	ELOVL2 antisense RNA 1	ncRNA
C16_Up_LUT_Up-348	chr7	110317414	110318319	+	0	NA	Intergenic	Intergenic	-357653	NR_003024	442720		NR_003024	ENSG00000237064	EIF3IP1	RG208K23	eukaryotic translation initiation factor 3 subunit I pseudogene 1	pseudo
C16_NA_LUT_Up-1207	chr5	93377944	93378496	+	0	NA	Intergenic	Tigger6a|DNA|TcMar-Tigger	193123	NR_109825	441094		NR_015369	ENSG00000237187	NR2F1-AS1	-	NR2F1 antisense RNA 1	ncRNA
C16_NA_LUT_Up-908	chr4	11505734	11506339	+	0	NA	Intergenic	MIRb|SINE|MIR	-77142	NM_005114	9957		NM_005114	ENSG00000002587	HS3ST1	3OST|3OST1	heparan sulfate-glucosamine 3-sulfotransferase 1	protein-coding
C16_NA_LUT_Up-771	chr3	129112225	129112628	+	0	NA	intron (NM_001204890, intron 11 of 12)	intron (NM_001204890, intron 11 of 12)	9378	NM_001204886	339122		NM_198490	ENSG00000172780	RAB43	RAB11B|RAB41	RAB43, member RAS oncogene family	protein-coding
C16_NA_LUT_Up-675	chr2	69801734	69802452	+	0	NA	intron (NM_001320698, intron 5 of 14)	intron (NM_001320698, intron 5 of 14)	-3095	NR_164155	107985770		NR_164153	ENSG00000288869	SMANTIS	ANXA4-AS|n342419	SMARCA4 interacting SWI/SNF chromatin remodeling complex scaffold lncRNA	ncRNA
C16_NA_LUT_Up-1331	chr6	90943710	90944104	+	0	NA	Intergenic	AluJo|SINE|Alu	-356835	NM_145331	6885		NM_003188	ENSG00000135341	MAP3K7	CSCF|FMD2|MEKK7|TAK1|TGF1a	mitogen-activated protein kinase kinase kinase 7	protein-coding
C16_NA_LUT_Up-580	chr2	125959117	125959428	+	0	NA	Intergenic	Intergenic	158713	NR_146970	105373600		NR_146970	ENSG00000226813	LINC01941	-	long intergenic non-protein coding RNA 1941	ncRNA
C16_Up_LUT_Up-93	chr14	25622774	25623042	+	0	NA	Intergenic	Intergenic	-572611	NM_001351941	29091		NM_014178	ENSG00000168952	STXBP6	HSPC156|amisyn	syntaxin binding protein 6	protein-coding
C16_NA_LUT_Up-1037	chr4	81609986	81610620	+	0	NA	Intergenic	L1PA16|LINE|L1	-138396	NM_001300735	153020		NM_152545	ENSG00000138670	RASGEF1B	GPIG4	RasGEF domain family member 1B	protein-coding
C16_NA_LUT_Up-69	chr1	237999549	237999967	+	0	NA	Intergenic	Intergenic	-108836	NM_021186	57829		NM_021186	ENSG00000116996	ZP4	ZBP|ZP1|ZP1B|ZPB|ZPB2|Zp-4	zona pellucida glycoprotein 4	protein-coding
C16_NA_LUT_Up-582	chr2	128801312	128801972	+	0	NA	Intergenic	L1MD2|LINE|L1	-62958	NR_110278	101927881		NR_110278		LOC101927881	-	uncharacterized LOC101927881	ncRNA
C16_NA_LUT_Up-1532	chr8	94170855	94171457	+	0	NA	intron (NM_001144663, intron 7 of 17)	intron (NM_001144663, intron 7 of 17)	37399	NM_004063	1015		NM_004063	ENSG00000079112	CDH17	CDH16|HPT-1|HPT1	cadherin 17	protein-coding
C16_Up_LUT_NA-584	chr6	105757194	105758297	+	0	NA	Intergenic	Intergenic	-328591	NM_001198	639		NM_001198	ENSG00000057657	PRDM1	BLIMP1|PRDI-BF1	PR/SET domain 1	protein-coding
C16_Up_LUT_NA-217	chr16	73125999	73126819	+	0	NA	TTS (NR_163978)	TTS (NR_163978)	18038	NR_163978	463		NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ATFB8|C16orf47|SCA4|ZFH-3|ZNF927	zinc finger homeobox 3	protein-coding
C16_NA_LUT_Up-246	chr12	43583381	43583644	+	0	NA	Intergenic	LTR52|LTR|ERVL	-31309	NM_025003	80070		NM_025003	ENSG00000173157	ADAMTS20	ADAM-TS20|ADAMTS-20|GON-1	ADAM metallopeptidase with thrombospondin type 1 motif 20	protein-coding
C16_Up_LUT_NA-45	chr1	85328896	85329347	+	0	NA	intron (NM_012137, intron 4 of 5)	intron (NM_012137, intron 4 of 5)	-52489	NM_001320715	8915		NM_003921	ENSG00000142867	BCL10	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	BCL10 immune signaling adaptor	protein-coding
C16_NA_LUT_Up-949	chr4	142194702	142195699	+	0	NA	intron (NR_169623, intron 9 of 20)	L1MA10|LINE|L1	110632	NM_001385460	8821		NM_003866	ENSG00000109452	INPP4B	-	inositol polyphosphate-4-phosphatase type II B	protein-coding
C16_NA_LUT_Up-301	chr13	22992628	22992925	+	0	NA	Intergenic	Intergenic	-76407	NR_138043	100996930		NR_138043		LINC00621	-	long intergenic non-protein coding RNA 621	ncRNA
C16_Up_LUT_Up-66	chr12	77828801	77829323	+	0	NA	Intergenic	Intergenic	-1832	NM_001024383	89795		NM_014903	ENSG00000067798	NAV3	POMFIL1|STEERIN3|unc53H3	neuron navigator 3	protein-coding
C16_NA_LUT_Down-29	chr3	196209461	196209737	+	0	NA	intron (NR_135617, intron 2 of 8)	intron (NR_135617, intron 2 of 8)	1801	NR_135617	131540		NM_001039617	ENSG00000163958	ZDHHC19	DHHC19	zinc finger DHHC-type palmitoyltransferase 19	protein-coding
C16_Up_LUT_NA-265	chr18	8813401	8813892	+	0	NA	intron (NM_015210, intron 12 of 16)	intron (NM_015210, intron 12 of 16)	96265	NM_015210	23255		NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
C16_NA_LUT_Up-1181	chr5	68754621	68755086	+	0	NA	Intergenic	L1MEf|LINE|L1	275074	NR_130778	101928885		NR_130778		LINC02198	-	long intergenic non-protein coding RNA 2198	ncRNA
C16_Up_LUT_NA-101	chr11	28835989	28836727	+	0	NA	Intergenic	Intergenic	-358810	NR_107035	102466876		NR_107035	ENSG00000273912	MIR8068	hsa-mir-8068	microRNA 8068	ncRNA
C16_Up_LUT_Up-309	chr5	44329650	44330252	+	0	NA	intron (NM_004465, intron 1 of 2)	intron (NM_004465, intron 1 of 2)	-58781	NR_108034	101927075		NR_108034	ENSG00000248464	FGF10-AS1	-	FGF10 antisense RNA 1	ncRNA
C16_Up_LUT_NA-475	chr4	30605692	30606030	+	0	NA	Intergenic	Intergenic	-114508	NM_032457	5099		NM_002589	ENSG00000169851	PCDH7	BH-Pcdh|BHPCDH|PPP1R120	protocadherin 7	protein-coding
C16_Up_LUT_NA-764	chr9	90659697	90660465	+	0	NA	Intergenic	L1PA13|LINE|L1	-17257	NM_017594	54769		NM_017594	ENSG00000165023	DIRAS2	Di-Ras2	DIRAS family GTPase 2	protein-coding
C16_NA_LUT_Up-501	chr17	69060901	69061882	+	0	NA	promoter-TSS (NM_080283)	promoter-TSS (NM_080283)	-464	NM_080283	10350		NM_080283	ENSG00000154258	ABCA9	EST640918	ATP binding cassette subfamily A member 9	protein-coding
C16_NA_LUT_Up-435	chr15	61888050	61888691	+	0	NA	intron (NM_017684, intron 65 of 82)	L1MC2|LINE|L1	158452	NR_146448	100506530		NR_146448	ENSG00000259284	LINC02349	-	long intergenic non-protein coding RNA 2349	ncRNA
C16_NA_LUT_Up-845	chr3	25291533	25292033	+	0	NA	intron (NM_001290216, intron 4 of 10)	intron (NM_001290216, intron 4 of 10)	-49019	NM_001290300	5915		NM_000965	ENSG00000077092	RARB	HAP|MCOPS12|NR1B2|RARbeta|RARbeta1|RRB2	retinoic acid receptor beta	protein-coding
C16_NA_LUT_Up-184	chr11	35905762	35906358	+	0	NA	Intergenic	Intergenic	-37921	NM_001304263	143458		NM_174902	ENSG00000179241	LDLRAD3	LRAD3	low density lipoprotein receptor class A domain containing 3	protein-coding
C16_NA_LUT_Up-1454	chr8	107093756	107094518	+	0	NA	Intergenic	L1MC1|LINE|L1	242378	NM_001314051	284		NM_001146	ENSG00000154188	ANGPT1	AGP1|AGPT|AGPT-1|ANG1|HAE5	angiopoietin 1	protein-coding
C16_Up_LUT_NA-384	chr3	131738025	131738466	+	0	NA	intron (NM_153429, intron 3 of 16)	intron (NM_153429, intron 3 of 16)	-235274	NM_007208	11222		NM_007208	ENSG00000114686	MRPL3	COXPD9|MRL3|RPML3|uL3m	mitochondrial ribosomal protein L3	protein-coding
C16_NA_LUT_Up-1232	chr6	113426178	113426494	+	0	NA	Intergenic	Intergenic	7111	NR_149098	105377957		NR_149098	ENSG00000232316	LINC02518	-	long intergenic non-protein coding RNA 2518	ncRNA
C16_NA_LUT_Up-247	chr12	44775997	44776258	+	0	NA	exon (NM_001145109, exon 8 of 20)	exon (NM_001145109, exon 8 of 20)	99534	NM_001145109	4753		NM_006159	ENSG00000184613	NELL2	NRP2	neural EGFL like 2	protein-coding
C16_Up_LUT_NA-216	chr16	71637391	71638099	+	0	NA	intron (NM_001017967, intron 2 of 2)	intron (NM_001017967, intron 2 of 2)	11561	NM_052858	91862		NM_052858	ENSG00000140832	MARVELD3	MARVD3|MRVLDC3	MARVEL domain containing 3	protein-coding
C16_NA_LUT_Up-382	chr14	53525395	53526072	+	0	NA	Intergenic	LTR16E2|LTR|ERVL	372379	NR_110062	101927620		NR_110062	ENSG00000258731	DDHD1-DT	-	DDHD1 divergent transcript	ncRNA
C16_NA_LUT_Up-208	chr12	105503747	105503995	+	0	NA	Intergenic	Intergenic	173180	NM_001145199	387882		NM_207376	ENSG00000235162	C12orf75	AGD3|OCC-1|OCC1	chromosome 12 open reading frame 75	protein-coding
C16_NA_LUT_Up-760	chr3	11465894	11466791	+	0	NA	intron (NM_001349238, intron 17 of 17)	intron (NM_001349238, intron 17 of 17)	102456	NM_001128221	9686		NM_014667	ENSG00000144560	VGLL4	VGL-4	vestigial like family member 4	protein-coding
C16_Up_LUT_NA-42	chr1	79323275	79323559	+	0	NA	Intergenic	L2c|LINE|L2	-316687	NM_022159	64123		NM_022159	ENSG00000162618	ADGRL4	ELTD1|ETL|KPG_003	adhesion G protein-coupled receptor L4	protein-coding
C16_Up_LUT_NA-182	chr14	28570311	28570532	+	0	NA	Intergenic	Intergenic	194898	NR_125758	103695363		NR_125758		FOXG1-AS1	FOXG1-AS	FOXG1 antisense RNA 1	ncRNA
C16_NA_LUT_Up-762	chr3	117487072	117487636	+	0	NA	Intergenic	Intergenic	203571	NR_146652	105374057		NR_146652	ENSG00000241213	LINC02024	-	long intergenic non-protein coding RNA 2024	ncRNA
C16_NA_LUT_Up-1438	chr7	84767721	84768332	+	0	NA	Intergenic	L1MCa|LINE|L1	235550	NR_110079	101927378		NR_110079	ENSG00000235139	LINC03017	-	long intergenic non-protein coding RNA 3017	ncRNA
C16_Up_LUT_NA-688	chr8	30698395	30698853	+	0	NA	intron (NM_001195104, intron 6 of 10)	intron (NM_001195104, intron 6 of 10)	29222	NM_000637	2936		NM_000637	ENSG00000104687	GSR	GR|GSRD|HEL-75|HEL-S-122m	glutathione-disulfide reductase	protein-coding
C16_NA_LUT_Up-380	chr14	53373661	53374153	+	0	NA	Intergenic	Intergenic	220553	NR_110062	101927620		NR_110062	ENSG00000258731	DDHD1-DT	-	DDHD1 divergent transcript	ncRNA
C16_Up_LUT_Up-414	chr9	85051405	85052006	+	0	NA	Intergenic	LTR16A|LTR|ERVL	345804	NM_001369552	4915		NM_006180	ENSG00000148053	NTRK2	DEE58|EIEE58|GP145-TrkB|OBHD|TRKB|trk-B	neurotrophic receptor tyrosine kinase 2	protein-coding
C16_Up_LUT_NA-180	chr14	26138562	26139295	+	0	NA	Intergenic	Intergenic	414502	NM_001366398	4857		NM_002515	ENSG00000139910	NOVA1	Nova-1	NOVA alternative splicing regulator 1	protein-coding
C16_NA_LUT_Up-690	chr20	17830985	17831494	+	0	NA	Intergenic	Intergenic	131273	NM_178477	140836		NM_178477	ENSG00000125888	BANF2	BAF-L|BAF2|BAFL|C20orf179	BANF family member 2	protein-coding
C16_Up_LUT_NA-398	chr3	155282125	155283185	+	0	NA	Intergenic	L1PB|LINE|L1	11028	NM_001352129	100507537		NM_001352129	ENSG00000240045	STRIT1	DWORF	small transmembrane regulator of ion transport 1	protein-coding
C16_NA_LUT_Up-198	chr11	88426704	88427509	+	0	NA	Intergenic	Intergenic	-77470	NR_049724	100873989		NR_049724	ENSG00000255082	GRM5-AS1	-	GRM5 antisense RNA 1	ncRNA
C16_NA_LUT_Up-439	chr15	69910553	69911314	+	0	NA	Intergenic	Intergenic	75699	NR_026764	414926		NR_026764	ENSG00000245750	LINC00593	C15orf50	long intergenic non-protein coding RNA 593	ncRNA
C16_NA_LUT_Up-1494	chr8	4051077	4051602	+	0	NA	intron (NM_033225, intron 3 of 69)	intron (NM_033225, intron 3 of 69)	943575	NM_033225	64478		NM_033225	ENSG00000183117	CSMD1	PPP1R24	CUB and Sushi multiple domains 1	protein-coding
C16_NA_LUT_Up-692	chr20	20222413	20222764	+	0	NA	intron (NM_015585, intron 17 of 26)	intron (NM_015585, intron 17 of 26)	-145516	NM_002196	3642		NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
C16_NA_LUT_Up-58	chr1	228474562	228475194	+	0	NA	Intergenic	MER21B|LTR|ERVL	-12504	NM_001010858	149603		NM_001010858	ENSG00000168159	RNF187	RACO-1|RACO1	ring finger protein 187	protein-coding
C16_NA_LUT_Up-849	chr3	27637480	27638170	+	0	NA	Intergenic	Intergenic	84498	NM_001278182	8320		NM_005442	ENSG00000163508	EOMES	TBR2	eomesodermin	protein-coding
C16_NA_LUT_Up-1019	chr4	62907954	62908557	+	0	NA	Intergenic	Intergenic	-746490	NR_110595	101927186		NR_110595		ADGRL3-AS1	LPHN3-AS1	ADGRL3 antisense RNA 1	ncRNA
C16_NA_LUT_Up-1233	chr6	113866518	113866849	+	0	NA	Intergenic	AluJb|SINE|Alu	6664	NR_038863	285758		NR_038863	ENSG00000227502	MROCKI	LINC01268|ROCKI	MARCKS cis regulating lncRNA promoter of cytokines and inflammation	ncRNA
C16_NA_LUT_Up-454	chr16	10773920	10774235	+	0	NA	exon (NM_001079512, exon 4 of 8)	exon (NM_001079512, exon 4 of 8)	30208	NM_001323597	4682		NM_002484	ENSG00000103274	NUBP1	CIAO5|NBP|NBP1|NBP35	NUBP iron-sulfur cluster assembly factor 1, cytosolic	protein-coding
C16_Up_LUT_NA-637	chr7	3573287	3573961	+	0	NA	intron (NM_152744, intron 1 of 44)	MamRTE1|LINE|RTE-BovB	272372	NM_152744	221935		NM_152744	ENSG00000146555	SDK1	-	sidekick cell adhesion molecule 1	protein-coding
C16_Up_LUT_NA-452	chr4	138658696	138660285	+	0	NA	Intergenic	Intergenic	349779	NR_051987	100874047		NR_051987	ENSG00000251372	LINC00499	LINC00500	long intergenic non-protein coding RNA 499	ncRNA
C16_Up_LUT_Up-168	chr2	79068976	79070088	+	0	NA	Intergenic	MER52-int|LTR|ERV1	18461	NM_006507	5968		NM_006507	ENSG00000172023	REG1B	PSPS2|REGH|REGI-BETA|REGL	regenerating family member 1 beta	protein-coding
C16_Up_LUT_NA-694	chr8	34665210	34665715	+	0	NA	Intergenic	Intergenic	-118459	NR_125746	103689844		NR_125746		LINC01288	TCONS_00014671	long intergenic non-protein coding RNA 1288	ncRNA
C16_Up_LUT_Up-83	chr13	59398292	59398922	+	0	NA	Intergenic	Intergenic	-614111	NR_109838	100874195		NR_046539	ENSG00000227528	DIAPH3-AS1	-	DIAPH3 antisense RNA 1	ncRNA
C16_NA_LUT_Up-676	chr2	72520491	72520842	+	0	NA	intron (NR_135773, intron 8 of 21)	L1M6|LINE|L1	305367	NM_001321729	23233		NM_015189	ENSG00000144036	EXOC6B	SEC15B|SEC15L2|SEMDJL3	exocyst complex component 6B	protein-coding
C16_NA_LUT_Down-4	chr1	6218662	6218882	+	0	NA	intron (NM_207396, intron 17 of 17)	intron (NM_207396, intron 17 of 17)	12653	NM_207396	388591		NM_173795	ENSG00000158286	RNF207	C1orf188	ring finger protein 207	protein-coding
C16_Up_LUT_Up-44	chr11	13863790	13864176	+	0	NA	intron (NR_149109, intron 3 of 3)	MIRb|SINE|MIR	6633	NR_149109	105376561		NR_149109	ENSG00000254930	LINC02545	-	long intergenic non-protein coding RNA 2545	ncRNA
C16_Up_LUT_NA-450	chr4	128475261	128475567	+	0	NA	intron (NR_125882, intron 4 of 8)	intron (NR_125882, intron 4 of 8)	47398	NR_125882	100507487		NR_125882	ENSG00000251432	LINC02615	-	long intergenic non-protein coding RNA 2615	ncRNA
C16_NA_LUT_Up-1535	chr8	95843091	95843495	+	0	NA	Intergenic	Intergenic	105055	NR_036611	100500773		NR_036611		SRSF3P2	-	SRSF3 pseudogene 2	pseudo
C16_Up_LUT_NA-283	chr2	133774237	133775125	+	0	NA	Intergenic	Intergenic	-206218	NM_207363	344148		NM_207363	ENSG00000176771	NCKAP5	ERIH1|ERIH2|NAP5	NCK associated protein 5	protein-coding
